uri,http://www.w3.org/2004/02/skos/core#prefLabel,GND Preferred Name,GND ID,http://www.w3.org/2004/02/skos/core#historyNote,http://www.w3.org/2004/02/skos/core#definition,http://www.w3.org/2004/02/skos/core#inScheme,http://www.w3.org/2004/02/skos/core#broader,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2004/02/skos/core#changeNote,http://www.w3.org/2004/02/skos/core#narrower,http://www.w3.org/2000/01/rdf-schema#label
https://bartoc.org/ocwm/FN20,Pogoro@en,Pogoro,4103178-7,"Pogoro. Specific data on the Pogoro (Wapogoro) tribe, including the neighboring Matumbi (Wamatumbi), Mbunga (Bunga, Wambunga), and Ndamba (Gangi, Wandamba).","Specific data on the Pogoro (Wapogoro) tribe, including the neighboring Matumbi (Wamatumbi), Mbunga (Bunga, Wambunga), and Ndamba (Gangi, Wandamba).@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/FN,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/FC11,Gambia@en,Gambia,4019197-7,"Gambia. General data on the geography, demography and sociocultural trends of Gambia.  [5th ed.]","General data on the geography, demography and sociocultural trends of Gambia.  [5th ed.]@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/FC,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/NQ1,Modern West Central States@en,Modern West Central States@en,,"Modern West Central States. General data on the modern states of Iowa, Kansas, Minnesota, Missouri, Montana, Nebraska, North Dakota, South Dakota, and Wyoming and their people, and specific data on their non-aboriginal inhabitants. For data on the adjacent prairie provinces of Canada see NF1.","General data on the modern states of Iowa, Kansas, Minnesota, Missouri, Montana, Nebraska, North Dakota, South Dakota, and Wyoming and their people, and specific data on their non-aboriginal inhabitants. For data on the adjacent prairie provinces of Canada see NF1.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/NQ,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/MZ5,Cape Verde Islands@en,Kap Verde,4029617-9,Cape Verde Islands. Specific data on the Cape Verde Islands and their inhabitants.,Specific data on the Cape Verde Islands and their inhabitants.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/MZ,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SQ15,Omagua@en,Omagua,4248321-9,"Omagua. Specific data on the Tupi-Guarani-speaking Omagua (Agua, Compeba, Umaua) tribe.","Specific data on the Tupi-Guarani-speaking Omagua (Agua, Compeba, Umaua) tribe.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/SQ,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SG5,Atacama@en,Atacama,4003346-6,"Atacama. Specific data on the Atacama (Kunza) nation, including the Casavindo, Chango, and Cochinoca tribes.","Specific data on the Atacama (Kunza) nation, including the Casavindo, Chango, and Cochinoca tribes.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/SG,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/OJ5.14.cKauger,Kauger@en,Kauger@en,,Kauger,,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.14,http://www.w3.org/2004/02/skos/core#Concept,Kauger,,
https://bartoc.org/ocwm/OJ5.15.cBina,Bina@en,Bina@en,,Bina,,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.15,http://www.w3.org/2004/02/skos/core#Concept,Bina,,
https://bartoc.org/ocwm/NI2,Historical Newfoundland@en,Newfoundland Historical Society,511531-0,Historical Newfoundland. Specific data on the history of Newfoundland and Labrador and their non-aboriginal inhabitants.,Specific data on the history of Newfoundland and Labrador and their non-aboriginal inhabitants.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/NI,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/MR6,Eighteenth Dynasty Egypt@en,Eighteenth Dynasty Egypt@en,,"Eighteenth Dynasty Egypt. Specific data on the civilization of ancient Egypt at the height of the New Kingdom, i. e., during the XVIII Dynasty or shortly before and after 1400 B. C.","Specific data on the civilization of ancient Egypt at the height of the New Kingdom, i. e., during the XVIII Dynasty or shortly before and after 1400 B. C.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/MR,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/MS12,Hausa@en,Hausa,4023698-5,"Hausa. Specific data on the Hausa nation of northern Nigeria and the Republic of Niger, including the Azna (Arna), Daurawa, Gobir, Kanawa, Katsenawa, Kebbawa, Mauri, Tazarawa, and Zazzau (Zaria) tribes.","Specific data on the Hausa nation of northern Nigeria and the Republic of Niger, including the Azna (Arna), Daurawa, Gobir, Kanawa, Katsenawa, Kebbawa, Mauri, Tazarawa, and Zazzau (Zaria) tribes.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/MS,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SU2,Historical Puerto Rico@en,Puerto Rico,4076429-1,Historical Puerto Rico. Specific data on the history and culture history of Puerto Rico and its non-aboriginal inhabitants prior to the twentieth century.,Specific data on the history and culture history of Puerto Rico and its non-aboriginal inhabitants prior to the twentieth century.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/SU,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/NA3,Alaskan Aborigines@en,Aborigines,4000178-7,"Alaskan Aborigines. General data on the aboriginal peoples of Alaska and specific data on their acculturation. For data on the Athapaskan peoples in general see ND3, on the Eskimo in general see ND2, on the Northwest Coast Indians see NE3, on the Kutchin see ND10.","General data on the aboriginal peoples of Alaska and specific data on their acculturation. For data on the Athapaskan peoples in general see ND3, on the Eskimo in general see ND2, on the Northwest Coast Indians see NE3, on the Kutchin see ND10.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/NA,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SM3,Caingang @en,Caingang @en,,"Caingang .. Specific data on the scattered tribes of the Caingang nation, also variously known as Caagua, Chiqui, Coroado, Dorin, Gualacho, Guayana, Ingain, and Taven. For data on the Santa Catarina Caingang or Aweikoma see SM2.",". Specific data on the scattered tribes of the Caingang nation, also variously known as Caagua, Chiqui, Coroado, Dorin, Gualacho, Guayana, Ingain, and Taven. For data on the Santa Catarina Caingang or Aweikoma see SM2.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/SM,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/MX4,Senhaja@en,Senhaja de Srair,4370877-8,"Senhaja. Specific data on the Senhaja (Sanhadja), strongly Arabized Berbers of the Riffian group.","Specific data on the Senhaja (Sanhadja), strongly Arabized Berbers of the Riffian group.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/MX,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/OJ5.11.cSetamin,Setamin (Setaman)@en,Setamin (Setaman)@en,,Setamin (Setaman),,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.11,http://www.w3.org/2004/02/skos/core#Concept,Setamin (Setaman),,
https://bartoc.org/ocwm/OF10,Kisar@en,Kisar,1078167990,Kisar. Specific data on the island of Kisar and its inhabitants.,Specific data on the island of Kisar and its inhabitants.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OF,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SE4,Peruvian Prehistory@en,Peruvian Prehistory@en,,Peruvian Prehistory. Specific data on the prehistoric peoples and cultures of Peru.,Specific data on the prehistoric peoples and cultures of Peru.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/SE,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/FX23,Traditional Namibia@en,Traditional Namibia@en,,"Traditional Namibia. General data on the geography, demography, and African peoples and cultures; and specific data on European or other contacts, non-African inhabitants, and broad sociocultural trends of Namibia from the beginning of recorded or oral history up to the onset  of German colonial rule in 1884. For data on prehistoric Namibia, see FX4.","General data on the geography, demography, and African peoples and cultures; and specific data on European or other contacts, non-African inhabitants, and broad sociocultural trends of Namibia from the beginning of recorded or oral history up to the onset  of German colonial rule in 1884. For data on prehistoric Namibia, see FX4.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/FX,http://www.w3.org/2004/02/skos/core#Concept,"Traditional Namibia. General data on the geography, demography, and African peoples and cultures; and specific data on European or other contacts, non-African inhabitants, and broad sociocultural trends of Namibia from the beginning of recorded or oral history up to the onset  of German colonial rule in 1884. For data on prehistoric Namibia, see FX4.",,
https://bartoc.org/ocwm/NG1,Modern Ontario@en,Modern Ontario@en,,"Modern Ontario. General data on the modern province of Ontario and its people, and specific data on its non-aboriginal inhabitants. For general data on the Canadian Indians see NC3.","General data on the modern province of Ontario and its people, and specific data on its non-aboriginal inhabitants. For general data on the Canadian Indians see NC3.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/NG,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/MP5,Amhara@en,Amhara,4273384-4,"Amhara. Specific data on the Amhara nation, including the Argobba.","Specific data on the Amhara nation, including the Argobba.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/MP,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/SS1,Modern Venezuela@en,Modern Venezuela@en,,"Modern Venezuela. General data on modern Venezuela and its people, and specific data on its non-aboriginal, mixed, and acculturated inhabitani s. For data on the islands of Aruba, Bonaire, and Curacao see SZ2.","General data on modern Venezuela and its people, and specific data on its non-aboriginal, mixed, and acculturated inhabitani s. For data on the islands of Aruba, Bonaire, and Curacao see SZ2.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/SS,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/OJ5.15.cJabga,Jabga@en,Jabga@en,,Jabga,,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.15,http://www.w3.org/2004/02/skos/core#Concept,Jabga,,
https://bartoc.org/ocwm/MH6,Prehistoric Mesopotamia@en,Prehistoric Mesopotamia@en,,"Prehistoric Mesopotamia. Specific data on the prehistoric peoples and cultures of MesopotaFor data on Middle Eastern prehistory in general see M6, M7, M8.","Specific data on the prehistoric peoples and cultures of MesopotaFor data on Middle Eastern prehistory in general see M6, M7, M8.@en",https://bartoc.org/owcm/,https://bartoc.org/ocwm/MH,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/OJ5.15.cBeru,Beru@en,Beru,4508632-1,Beru,,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.15,http://www.w3.org/2004/02/skos/core#Concept,Beru,,
https://bartoc.org/ocwm/SK2,Historical Paraguay@en,Paraguay,4044601-3,Historical Paraguay. Specific data on the history and culture history of Paraguay and its non-aboriginal inhabitants.,Specific data on the history and culture history of Paraguay and its non-aboriginal inhabitants.@en,https://bartoc.org/owcm/,https://bartoc.org/ocwm/SK,http://www.w3.org/2004/02/skos/core#Concept,,,
https://bartoc.org/ocwm/OJ5.11.cKwolawoli,Kwolawoli@en,Kwolawoli@en,,Kwolawoli,,https://bartoc.org/owcm/,https://bartoc.org/ocwm/OJ5.11,http://www.w3.org/2004/02/skos/core#Concept,Kwolawoli,,
